IATA Code,Name,Country
MAF,Midland International Airport,United States
ZMC,Miedzyzdroje Bus Station,Poland
GIM,Miele Mimbale,Gabon
RED,Mifflin County,United States
KLD,Migalovo,Russia
YGJ,Miho Airport,Japan
MIK,Mikkeli,Finland
JMK,Mikonos Airport,Greece
GNT,Milan,United States
XIK,Milan Centrale Railway Station,Italy
LIN,Milano Linate Airport,Italy
MXP,Milano Malpensa Airport,Italy
BJV,Milas-Bodrum Airport,Turkey
MHZ,Mildenhall Airport,United Kingdom
NML,Mildred Lake,Canada
MQL,Mildura Airport,Australia
WLE,Miles Airport,Australia
MLF,Milford,United States
MFN,Milford Sound,New Zealand
MIJ,Mili Island,Marshall Islands
MGT,Milingimbi,Australia
RCT,Miller Field,United States
VTN,Miller Field,United States
MLR,Millicent,Australia
NQA,Millington Regional Jetport,United States
MLT,Millinocket,United States
MIV,Millville,United States
MLO,Milos Airport,Greece
KYN,Milton Keynes,United Kingdom
ZFH,Milton Keynes Bus Station,United Kingdom
ZML,Milwaukee General Mitchell,United States
SED,Min'hat Hashnayim,Israel
YMI,Minaki,Canada
PDG,Minangkabau International Airport,Indonesia
MTT,Minatitlan Airport,Mexico
ZOM,Minden Railway Station,Germany
MXK,Mindik,Papua New Guinea
MDP,Mindiptana,Indonesia
MWL,Mineral Wells Airport,United States
MRV,Mineralnye Vody Airport,Russia
YAV,Miners Bay,Canada
MRL,Miners Lake,Australia
YLP,Mingan,Canada
NHD,Minhad AB,United Arab Emirates
EZE,Ministro Pistarini Airport,Argentina
MZN,Minj,Papua New Guinea
XML,Minlaton,Australia
MXJ,Minna,Nigeria
MSP,Minneapolis-St. Paul International Airport,United States
MNH,Minneriya,Sri Lanka
MIN,Minnipa,Australia
MIB,Minot AFB,United States
MOT,Minot International Airport,United States
MHP,Minsk International 1,Belarus
MSQ,Minsk National Airport,Belarus
MNT,Minto,United States
MMN,Minute Man Airfield,United States
MVX,Minvoul,Gabon
MQC,Miquelon Airport,Saint Pierre and Miquelon
YMX,Mirabel International Airport,Canada
NTM,Miracema Do Norte,Brazil
MFS,Miraflores,Colombia
MJR,Miramar,Argentina
NKX,Miramar MS,United States
RMI,Miramare Airport,Italy
YCH,Miramichi,Canada
XEY,Miramichi Railway Station,Canada
MWY,Miranda Downs,Australia
EPL,Mirecourt,France
MXR,Mirgorod,Ukraine
MYY,Miri Airport,Malaysia
MIX,Miriti,Colombia
MJZ,Mirnyj Airport,Russia
MPD,Mirpur Khas,Pakistan
MSJ,Misawa,Japan
MIS,Misima Island,Papua New Guinea
MCQ,Miskolc,Hungary
LVM,Mission Field,United States
MSO,Missoula International Airport,United States
MRA,Misurata Airport,Libya
MTQ,Mitchell,Australia
MIH,Mitchell Plateau,Australia
MOI,Mitiaro Island,Cook Islands
MJI,Mitiga Tripoli Airport,Libya
MIP,Mitspeh Ramon,Israel
XWT,Mitte CAT Rail Station,Austria
MIY,Mittiebah,Australia
MVP,Mitu,Colombia
MZC,Mitzic,Gabon
MYE,Miyake Jima,Japan
MMY,Miyako Airport,Japan
MPX,Miyanmin,Papua New Guinea
KMI,Miyazaki Airport,Japan
MTF,Mizan Teferi,Ethiopia
XXM,Mjolby Railway Station,Sweden
MBM,Mkambati,South Africa
MZQ,Mkuze,South Africa
MBD,Mmabatho International Airport,South Africa
MQN,Mo i Rana Airport,Norway
MGX,Moabi,Gabon
MFJ,Moala,Fiji
ONI,Moanamani,Indonesia
MFF,Moanda,Gabon
MNB,Moanda,Democratic Republic of the Congo
BDV,Moba,Democratic Republic of the Congo
MBY,Moberly,United States
BFM,Mobile Downtown Airport,United States
MOB,Mobile Regional Airport,United States
MBG,Mobridge,United States
MZB,Mocimboa Praia,Mozambique
MHC,Mocopulli Airport,Chile
ZMO,Modena Bus Station,Italy
MOD,Modesto Municipal Airport,United States
XUJ,Moelv Railway Station,Norway
MGL,Moenchen-gl. - Dus Exp,Germany
MOJ,Moengo,Suriname
NUQ,Moffett Field,United States
MGQ,Mogadishu International Airport,Somalia
MVQ,Mogilev,Belarus
CMN,Mohamed V International Airport,Morocco
OHE,Mohe Airport,China
NWA,Moheli,Comoros
MJD,Mohenjodaro,Pakistan
MBA,Moi International Airport,Kenya
MKH,Mokhotlong,Lesotho
MJJ,Moki,Papua New Guinea
BIK,Mokmer Airport,Indonesia
MPK,Mokpo,South Korea
OKU,Mokuti Lodge,Namibia
MOL,Molde Airport Aro,Norway
MKK,Molokai Airport,United States
MMW,Moma,Mozambique
MQJ,Moma,Russia
MOE,Momeik,Myanmar
MAS,Momote Airport,Papua New Guinea
MMP,Mompos,Colombia
MBE,Monbetsu Airport,Japan
LOV,Monclova,Mexico
XDP,Moncton Railway Station,Canada
ECS,Mondell,United States
MFB,Monfort,Colombia
MOG,Mong Hsat,Myanmar
MGK,Mong Ton,Myanmar
MVO,Mongo,Chad
MNR,Mongu,Zambia
MYZ,Monkey Bay,Malawi
MYM,Monkey Mountain,Guyana
ONR,Monkira,Australia
BLM,Monmouth Executive Airport,United States
MNY,Mono,Solomon Islands
MVC,Monroe - Walton County,United States
MLU,Monroe Regional Airport,United States
QMO,Mons Railway Station,Belgium
YYY,Mont Joli Airport,Canada
YMF,Montagne Harbor,Canada
MTP,Montauk Airport,United States
MTE,Monte Alegre,Brazil
MCS,Monte Caseros,Argentina
MEU,Monte Dourado,Brazil
MTB,Monte Libano,Colombia
MHW,Monteagudo,Bolivia
MTU,Montepuez,Mozambique
MRY,Monterey Regional Airport,United States
MOY,Monterrey,Colombia
MOC,Montes Claros Airport,Brazil
VDT,Montevideo Bus Station,Uruguay
MVE,Montevideo-Chippewa,United States
CEZ,Montezuma County Airport,United States
CXO,Montgomery Co,United States
GAI,Montgomery County,United States
MYF,Montgomery Field,United States
MGM,Montgomery Regional Airport,United States
VBS,Montichiari Airport,Italy
OZU,Montilla,Spain
MNQ,Monto,Australia
LBY,Montoir,France
SNR,Montoir Airport,France
MPL,Montpellier Mediterranee Airport,France
XPJ,Montpellier Railway,France
YMQ,Montreal Metropolitan Area,Canada
YUL,Montreal-Pierre Elliott Trudeau International Airport,Canada
ZJP,Montreux Railway Station,Switzerland
MTJ,Montrose Regional Airport,United States
QMV,Montvale,United States
GMV,Monument Valley,United States
MVM,Monument Valley,United States
NYW,Monywar Airport,Myanmar
VAD,Moody AFB,United States
MWT,Moolawatana,Australia
MOO,Moomba,Australia
MBW,Moorabbin,Australia
OOR,Mooraberree,Australia
MOR,Moore-Murrell,United States
YMJ,Moose Jaw / Air Vice Marshal C. M. Mcewen Airport,Canada
YAD,Moose Lake,Canada
YMO,Moosonee,Canada
GOX,Mopa Airport,India
MKQ,Mopah Airport,Indonesia
MZI,Mopti,Mali
MXX,Mora Airport,Sweden
TVA,Morafenobe,Madagascar
WOR,Moramba,Madagascar
MOV,Moranbah Airport,Australia
KVO,Morava Airport,Serbia
MWB,Morawa,Australia
MRZ,Moree Airport,Australia
MHY,Morehead,Papua New Guinea
MLM,Morelia Airport,Mexico
CFT,Morenci,United States
MET,Moreton,Australia
MGW,Morgantown Airport,United States
ZJQ,Morges Railway Station,Switzerland
MHF,Morichal,Colombia
MXN,Morlaix,France
OXY,Morney,Australia
ONG,Mornington Airport,Australia
MXH,Moro Airport,Papua New Guinea
MRT,Moroak,Australia
OBM,Morobe,Papua New Guinea
MXM,Morombe,Madagascar
MXV,Moron,Mongolia
OZP,Moron,Spain
MOQ,Morondava Airport,Madagascar
FOP,Morris AAF,United States
MMU,Morristown Municipal Airport,United States
MVL,Morrisville-Stowe,United States
MYA,Moruya Airport,Australia
DME,Moscow Domodedovo Airport,Russia
ZKD,Moscow Leningradsky Railway Station,Russia
PUW,Moscow Regional Airport,United States
KMY,Moser Bay,United States
MSU,Moshoeshoe International Airport,Lesotho
OSR,Mosnov Airport,Czech Republic
MQR,Mosquera,Colombia
RYG,Moss Airport,Norway
XKM,Moss Railway Station,Norway
MZY,Mossel Bay,South Africa
MSX,Mossendjo,Republic of the Congo
MQV,Mostaganem,Algeria
OMO,Mostar Airport,Bosnia and Herzegovina
MTI,Mosteiros,Cape Verde
MZS,Mostyn,Malaysia
OSM,Mosul,Iraq
OTA,Mota,Ethiopia
MTV,Mota Lava,Vanuatu
XQW,Motherwell Railway Station,United Kingdom
MWR,Motswari Airfield,South Africa
BOB,Motu Mute Airport,French Polynesia
MZP,Motueka,New Zealand
ATR,Mouakchott,Mauritania
MOM,Moudjeria,Mauritania
GUV,Mougulu,Papua New Guinea
MJL,Mouila,Gabon
ERH,Moulay Ali Cherif Airport,Morocco
YMD,Mould Bay,Canada
MGR,Moultrie Municipal,United States
MQQ,Moundou,Chad
UAE,Mount Aue,Papua New Guinea
MBF,Mount Buffalo,Australia
MON,Mount Cook Airport,New Zealand
MJO,Mount Etjo Lodge,Namibia
MFL,Mount Full Stop,Australia
MGB,Mount Gambier Airport,Australia
GPD,Mount Gordon Mine,Australia
GSN,Mount Gunson,Australia
HGU,Mount Hagen Airport,Papua New Guinea
MHU,Mount Hotham,Australia
MHO,Mount House,Australia
ISA,Mount Isa Airport,Australia
WME,Mount Keith,Australia
MMG,Mount Magnet,Australia
MPN,Mount Pleasant,Falkland Islands
MPS,Mount Pleasant,United States
SKV,Mount Sinai,Egypt
MSF,Mount Swan,Australia
MUU,Mount Union,United States
MWS,Mount Wilson,United States
MWP,Mountain,Nepal
WMH,Mountain Home,United States
MUO,Mountain Home AFB,United States
MNV,Mountain Valley,Australia
MOU,Mountain Village Airport,United States
MUY,Mouyondzi,Republic of the Congo
OYL,Moyale,Kenya
OYG,Moyo,Uganda
MBP,Moyobamba,Peru
MPA,Mpacha,Namibia
MOW,Mpanda Airport,Tanzania
NPY,Mpanda Airport,Tanzania
MBN,Mt Barnett,Australia
MKV,Mt Cavenagh,Australia
MCL,Mt Mckinley,United States
MSD,Mt Pleasant,United States
MPO,Mt Pocono,United States
MTD,Mt Sandford,Australia
MVN,Mt Vernon-Outland,United States
MYW,Mtwara Airport,Tanzania
MWX,Muan International Airport,South Korea
BUU,Muara Bungo Airport,Indonesia
HMB,Mubarak International Airport,Egypt
MUQ,Muccan,Australia
MDG,Mudanjiang Airport,China
DGE,Mudgee,Australia
CDV,Mudhole Smith Airport,United States
MUD,Mueda,Mozambique
ZOO,Muelheim an der Ruhr Hbf Railway Station,Germany
PDC,Mueo,New Caledonia
TFY,Muhammad Taufiq Kiemas Airport,Indonesia
MUJ,Mui,Ethiopia
MUI,Muir AAF,United States
MKM,Mukah Airport,Malaysia
UKR,Mukeiras,Yemen
UKH,Mukhaizna,Oman
MPC,Muko-Muko,Indonesia
ULS,Mulatos,Colombia
MPP,Mulatupo,Panama
MUG,Mulege,Mexico
MUP,Mulga Park,Australia
LII,Mulia,Indonesia
JJM,Mulika Lodge Airport,Kenya
MVK,Mulka,Australia
ULL,Mull,United Kingdom
MHN,Mullen,United States
MXU,Mullewa,Australia
MUX,Multan Airport,Pakistan
MZV,Mulu Airport,Malaysia
LVR,Mun. Do Bom Futuro,Brazil
LNF,Munbil,Papua New Guinea
MUA,Munda Airport,Solomon Islands
MDM,Munduku,Papua New Guinea
MWV,Mundulkiri,Cambodia
TTX,Mungalalu Truscott Airbase,Australia
MNE,Mungeranie,Australia
ZMU,Munich Hbf Railway Station,Germany
AFN,Municipal,United States
AFO,Municipal,United States
AGO,Municipal,United States
AHF,Municipal,United States
AHH,Municipal,United States
AID,Municipal,United States
AIK,Municipal,United States
AIO,Municipal,United States
ALM,Municipal,United States
ARB,Municipal,United States
AUW,Municipal,United States
AVO,Municipal,United States
AWM,Municipal,United States
AXS,Municipal,United States
BRG,Municipal,United States
BUB,Municipal,United States
BVX,Municipal,United States
BYG,Municipal,United States
CAR,Municipal,United States
CBF,Municipal,United States
CBK,Municipal,United States
CCY,Municipal,United States
CFV,Municipal,United States
CGZ,Municipal,United States
CHK,Municipal,United States
CKN,Municipal,United States
CLK,Municipal,United States
CNH,Municipal,United States
CRT,Municipal,United States
CSQ,Municipal,United States
CUH,Municipal,United States
CUS,Municipal,United States
DAN,Municipal,United States
DBN,Municipal,United States
DEH,Municipal,United States
DNN,Municipal,United States
DNS,Municipal,United States
FYV,Municipal (Drake Field),United States
DTL,Municipal,United States
EBS,Municipal,United States
EDE,Municipal,United States
EFW,Municipal,United States
EKI,Municipal,United States
ELK,Municipal,United States
ELZ,Municipal,United States
ENL,Municipal,United States
ENN,Municipal,United States
EST,Municipal,United States
ETN,Municipal,United States
ETS,Municipal,United States
FBL,Municipal,United States
FBY,Municipal,United States
FCY,Municipal,United States
FDR,Municipal,United States
FET,Municipal,United States
FFL,Municipal,United States
FHU,Municipal,United States
FIL,Municipal,United States
FKN,Municipal,United States
FLX,Municipal,United States
FMS,Municipal,United States
FRH,Municipal,United States
FSK,Municipal,United States
FUL,Municipal,United States
FXY,Municipal,United States
FYM,Municipal,United States
GAD,Municipal,United States
GCY,Municipal,United States
GDM,Municipal,United States
GHM,Municipal,United States
GLE,Municipal,United States
GLW,Municipal,United States
GRE,Municipal,United States
GTG,Municipal,United States
GVE,Municipal,United States
HBO,Municipal,United States
HII,Municipal,United States
HKA,Municipal,United States
HNB,Municipal,United States
HPT,Municipal,United States
HVS,Municipal,United States
HYR,Municipal,United States
ICL,Municipal,United States
IDG,Municipal,United States
IJX,Municipal,United States
ILE,Municipal,United States
IRB,Municipal,United States
JOT,Municipal,United States
KDK,Municipal,United States
KNT,Municipal,United States
LAL,Municipal,United States
LCI,Municipal,United States
LIC,Municipal,United States
LPO,Municipal,United States
LRJ,Municipal,United States
LRU,Municipal,United States
LWT,Municipal,United States
LWV,Municipal,United States
MFI,Municipal,United States
MHE,Municipal,United States
MIW,Municipal,United States
MKT,Municipal,United States
MLS,Municipal,United States
MNN,Municipal,United States
MOP,Municipal,United States
MOX,Municipal,United States
MPZ,Municipal,United States
MQB,Municipal,United States
MQH,Municipal,Brazil
MRF,Municipal,United States
MTW,Municipal,United States
MXA,Municipal,United States
MXO,Municipal,United States
OCE,Municipal,United States
OCN,Municipal,United States
OEO,Municipal,United States
OGB,Municipal,United States
OGD,Municipal,United States
OLE,Municipal,United States
OMK,Municipal,United States
ONA,Municipal,United States
ONH,Municipal,United States
ONL,Municipal,United States
OOA,Municipal,United States
TZA,Municipal,Belize
AUZ,Municipal Airport,United States
JMN,Municipal Heliport,United States
MML,Municipal-Ryan Field,United States
FNL,Municipalcipal Airport,United States
JRC,Municipalcipal Heliport,United States
JSK,Municipalcipal Heliport,United States
RDG,Municipalcipal/Spaatz Field,United States
FMO,Munster Osnabruck International Airport,Germany
UON,Muong Sai,Laos
XUT,Murcia Railway Station,Spain
MJV,Murcia-San Javier Airport,Spain
MMK,Murmansk Airport,Russia
EKA,Murray Field,United States
MYI,Murray Island,Australia
WUI,Murrin Murrin Airport,Australia
LOS,Murtala Muhammed International Airport,Nigeria
UOA,Mururoa Airstrip,French Polynesia
MSR,Mus Airport,Turkey
MCT,Muscat International Airport,Oman
MUT,Muscatine,United States
MVU,Musgrave,Australia
MHI,Musha,Djibouti
MKG,Muskegon Airport,United States
YQA,Muskoka,Canada
MSA,Muskrat Dam,Canada
MUZ,Musoma Airport,Tanzania
MWU,Mussau,Papua New Guinea
YBS,Musselwhite,Canada
MUV,Mustin Alf,United States
MQS,Mustique,Saint Vincent and the Grenadines
UTA,Mutare,Zimbabwe
PLW,Mutiara Airport,Indonesia
MUF,Muting,Indonesia
UTB,Muttaburra,Australia
MOK,Muynak Airport,Uzbekistan
MFG,Muzaffarabad,Pakistan
MZU,Muzaffarpur,India
VUU,Mvuu Camp,Malawi
MWN,Mwadui,Tanzania
MWZ,Mwanza Airport,Tanzania
MEW,Mweka,Democratic Republic of the Congo
MGZ,Myeik Airport,Myanmar
MYT,Myitkyina Airport,Myanmar
XOL,Myrdal Railway Station,Norway
MYO,Myroodah,Australia
MYR,Myrtle Beach International Airport,United States
YMK,Mys-Kamenny,Russia
MYQ,Mysore,India
MJT,Mytilene International Airport,Greece
MZF,Mzamba(Wild Coast Sun),South Africa
ZZU,Mzuzu,Malawi
ZHC,N Philadelphia RailwaySt,United States
FIH,N'djili Airport,Democratic Republic of the Congo
NLO,N'dolo,Democratic Republic of the Congo
ARZ,N'zeto,Angola
SQH,Na-San,Vietnam
NBX,Nabire,Indonesia
MNC,Nacala,Mozambique
NCH,Nachingwea,Tanzania
NAN,Nadi International Airport,Fiji
NDR,Nador International Airport,Morocco
NDN,Nadunumu,Papua New Guinea
NYM,Nadym Airport,Russia
LAE,Nadzab Airport,Papua New Guinea
NEL,Naec,United States
DGN,NAF,United States
NNA,NAF,Morocco
NSP,NAF,Philippines
NFR,Nafoora,Libya
DTE,Naga,Philippines
WNP,Naga Airport,Philippines
NGS,Nagasaki Airport,Japan
JPE,Nagib Demachki Airport,Brazil
NKM,Nagoya Airport,Japan
NAH,Naha,Indonesia
AHA,Naha AFB,Japan
OKA,Naha Airport,Japan
YDP,Nain,Canada
SHB,Nakashibetsu Airport,Japan
NAJ,Nakhichevan Airport,Azerbaijan
KOP,Nakhon Phanom Airport,Thailand
NKP,Nakhon Phanom Airport,Thailand
NAK,Nakhon Ratchasima,Thailand
TKH,Nakhon Sawan,Thailand
NST,Nakhon Si Thammarat Airport,Thailand
YQN,Nakina,Canada
NNK,Naknek,United States
NOL,Nakolik River,United States
NUU,Nakuru,Kenya
NLT,Nalati Airport,China
NAL,Nalchik Airport,Russia
NMA,Namangan Airport,Uzbekistan
YED,Namao Field,Canada
ATN,Namatanai,Papua New Guinea
NBA,Nambaiyufa,Papua New Guinea
NBH,Nambucca Heads,Australia
NDK,Namdrik Island,Marshall Islands
NAM,Namlea,Indonesia
APL,Nampula Airport,Mozambique
NRE,Namrole,Indonesia
NMS,Namsang,Myanmar
OSY,Namsos Airport,Norway
NMT,Namtu,Myanmar
NMU,Namu,Marshall Islands
ZNU,Namu,Canada
NDI,Namudi,Papua New Guinea
QNM,Namur Railway Station,Belgium
NNI,Namutoni,Namibia
NNT,Nan Airport,Thailand
NAZ,Nana,Solomon Islands
YCD,Nanaimo Airport,Canada
ZNA,Nanaimo Harbour,Canada
KHN,Nanchang Changbei International Airport,China
NAO,Nanchong Airport,China
NDC,Nanded,India
NND,Nangade,Mozambique
NPO,Nangapinoh,Indonesia
ZEF,Nanhai Ferry,China
YSR,Nanisivik,Canada
NKG,Nanjing Lukou International Airport,China
NKJ,Nanjing South Railway Station,China
NKN,Nankina,Papua New Guinea
NNG,Nanning Airport,China
JNN,Nanortalik,Greenland
NSZ,Nansha Ferry Port,China
NTE,Nantes Atlantique Airport,France
QJZ,Nantes Railway Station,France
NTG,Nantong Xingdong Airport,China
ACK,Nantucket Memorial Airport,United States
NNU,Nanuque,Brazil
KEB,Nanwalek,United States
NNY,Nanyang Airport,China
NYK,Nanyuki,Kenya
NOO,Naoro,Papua New Guinea
APC,Napa County,United States
WNA,Napakiak Sea Plane Base,United States
XIF,Napanee Railway Station,Canada
PKA,Napaskiak Sea Plane Base,United States
INP,Naples Central Railway Station,Italy
NAP,Naples International Airport,Italy
APF,Naples Municipal Airport,United States
NMR,Nappa Merry,Australia
NPP,Napperby,Australia
NAU,Napuka Island,French Polynesia
NRM,Nara,Mali
NAC,Naracoorte,Australia
NAW,Narathiwat Airport,Thailand
NAR,Nare,Colombia
NGN,Nargana,Panama
NRT,Narita International Airport,Japan
NAA,Narrabri,Australia
NRA,Narrandera,Australia
NRG,Narrogin,Australia
UAK,Narsarsuaq Airport,Greenland
NNM,Naryan-Mar Airport,Russia
NBU,NAS,United States
NCO,NAS,United States
NFL,NAS,United States
NGP,NAS,United States
NGZ,NAS,United States
NHZ,NAS,United States
NQI,NAS,United States
NRS,NAS,United States
NTU,NAS,United States
NGU,NAS Chambers,United States
NSY,NAS Sigonella,Italy
NBG,NAS/Alvin Callendar,United States
BNA,Nashville International Airport,United States
XNH,Nasiriyah Airport,Iraq
XWX,Nassjo C Railway Station,Sweden
NTA,Natadola,Fiji
YNA,Natashquan,Canada
RLA,National,United States
CRM,National Airport,Philippines
GCN,National Park,United States
ZZN,Nationaltheatret RailS,Norway
NAE,Natitingou,Benin
YNP,Natuashish Airport,Canada
NTX,Natuna Ranai,Indonesia
WNC,Naukati Bay SPB,United States
NKI,Naukiti,United States
INU,Nauru International,Nauru
SUV,Nausori Airport,Fiji
NVT,Navegantes Airport,Brazil
NVI,Navoi Airport,Uzbekistan
WNS,Nawabshah,Pakistan
JNX,Naxos Airport,Greece
NYT,Nay Pyi Taw Airport,Myanmar
NDF,Ndalatandos,Angola
NDL,Ndele,Central African Republic
KDN,Ndende,Gabon
IDI,ndiana County Airport (Jimmy Stewart Field),United States
NDJ,Ndjamena Airport,Chad
KDJ,Ndjole-Ville,Gabon
IRI,Nduli Airport,Tanzania
VOL,Nea Anchialos,Greece
NEC,Necochea,Argentina
NCI,Necocli,Colombia
EED,Needles,United States
CNP,Neerlerit Inaat Airport,Greenland
NEF,Neftekamsk,Russia
NFG,Nefteyugansk,Russia
GXG,Negage,Angola
GBF,Negarbo,Papua New Guinea
ZNG,Negginan,Canada
EGL,Neghelli,Ethiopia
NEG,Negril,Jamaica
AXV,Neil Armstrong,United States
NEJ,Nejjo,Ethiopia
ALP,Nejrab,Syria
EAM,Nejran,Saudi Arabia
NEK,Nekemt,Ethiopia
XHL,Nelaug Railway Station,Norway
LSV,Nellis AFB,United States
NSN,Nelson Airport,New Zealand
NLG,Nelson Lagoon,United States
RAI,Nelson Mandela International Airport,Cape Verde
NLP,Nelspruit Airport,South Africa
EMN,Nema,Mauritania
YNS,Nemiscau Airport,Canada
NJJ,Nenjian Melgen Airport,China
NUM,Neom Airport,Saudi Arabia
EOS,Neosho,United States
KEP,Nepalganj Airport,Nepal
NPH,Nephi,United States
NVN,Nervino,United States
NER,Neryungri Airport,Russia
XUL,Nesbyen Railway Station,Norway
XUM,Neslandsvatn Railway Station,Norway
CCU,Netaji Subhas Chandra Bose Airport,India
QGV,Neu Isenburg,Germany
FNB,Neubrandenburg,Germany
QNC,Neuchatel Railway Station,Switzerland
EUM,Neumuenster,Germany
NVD,Nevada,United States
VTM,Nevatim AFB,Israel
NVS,Nevers,France
NAV,Nevsehir,Turkey
EWB,New Bedford Airport,United States
NET,New Bight,Bahamas
TBI,New Bright,Bahamas
XEL,New Carlisle Railway Station,Canada
ZRZ,New Carrolton RR,United States
JCI,New Century Aircenter Airport,United States
NCN,New Chenega,United States
CTS,New Chitose Airport,Japan
NHF,New Halfa,Sudan
HVN,New Haven Airport,United States
ZVE,New Haven Railway,United States
KGK,New Koliganek,United States
GON,New London,United States
ZGD,New London Railway,United States
NMP,New Moon,Australia
NPL,New Plymouth Airport,New Zealand
RNH,New Richmond Municipal Airport,United States
XEM,New Richmond Railway Station,Canada
PSK,New River Valley,United States
QQN,New Street Rail Station,United Kingdom
KNW,New Stuyahok,United States
UBN,New Ulaanbaatar International Airport,Mongolia
ULM,New Ulm,United States
VCC,New Vacaria Airport,Brazil
YBD,New Westminster,Canada
NYC,New York Metropolitan Area,United States
NYS,New York Skyports Seaplane Base,United States
INF,Newark Liberty International,Algeria
EWR,Newark Liberty International Airport,United States
NCS,Newcastle,South Africa
NEV,Newcastle Airport,Saint Kitts and Nevis
NTL,Newcastle Airport,Australia
NCL,Newcastle International Airport,United Kingdom
ZNE,Newman Airport,Australia
EFK,Newport,United States
ONP,Newport,United States
ZWW,Newport News Railway,United States
PHF,Newport News/Williamsburg International Airport,United States
XNE,Newport Railway Station,United Kingdom
NQY,Newquay Cornwall Airport,United Kingdom
NRY,Newry,Australia
WWT,Newtok,United States
TNU,Newton Municipal Airport,United States
NVY,Neyveli,India
NGL,Ngala Airfield,South Africa
NGE,Ngaoundéré,Cameroon
NGQ,Ngari Gunsa/Ali Kunsha,China
NGI,Ngau Island,Fiji
ZGM,Ngoma,Zambia
RPM,Ngukurr,Australia
DPS,Ngurah Rai International Airport,Indonesia
NHA,Nha Trang,Vietnam
HOO,Nhon Co,Vietnam
GOV,Nhulunbuy Airport,Australia
YCM,Niagara District Airport,Canada
IAG,Niagara Falls International Airport,United States
XLV,Niagara Falls Railway Station,Canada
NIM,Niamey Airport,Niger
LRL,Niamtougou,Togo
NIU,Niau,French Polynesia
NIE,Niblack,United States
ICR,Nicaro,Cuba
NKV,Nichen Cove,United States
NLS,Nicholson,Australia
NIC,Nicosia International,Cyprus
ICK,Nieuw Nickerie,Suriname
NIF,Nifty Airport,Australia
NME,Nightmute Airport,United States
KIJ,Niigata Airport,Japan
IHA,Niihama,Japan
NLV,Nikolaev (Mykolaiv),Ukraine
NLI,Nikolaevsk-na-Amure,Russia
NIB,Nikolai,United States
IKO,Nikolski AFS,United States
NIG,Nikunau,Kiribati
NIA,Nimba,Liberia
NGB,Ningbo Airport,China
NGR,Ningerum,Papua New Guinea
NLH,Ninglang Luguhu Airport,China
NIN,Ninilchik,United States
MNL,Ninoy Aquino International Airport,Philippines
NIO,Nioki,Democratic Republic of the Congo
NIK,Niokolo Koba,Senegal
NIX,Nioro,Mali
NIT,Niort,France
NPG,Nipa,Papua New Guinea
NQL,Niquelandia,Brazil
INI,Nis Constantine the Great Airport,Serbia
IIN,Nishinoomote,Japan
IIS,Nissan Island,Papua New Guinea
YNI,Nitchequon,Canada
NJC,Nizhnevartovsk Airport,Russia
GOJ,Nizhny Novgorod International Airport,Russia
JOM,Njombe,Tanzania
NKA,Nkan,Gabon
NKU,Nkaus,Lesotho
NKY,Nkayi,Republic of the Congo
NKL,Nkolo,Democratic Republic of the Congo
NKS,Nkongsamba,Cameroon
ABV,Nnamdi Azikiwe International Airport,Nigeria
WTK,Noatak,United States
ARV,Noble F. Lee,United States
NOG,Nogales,Mexico
NGK,Nogliki Airport,Russia
HAN,Noi Bai International Airport,Vietnam
NOJ,Nojabrxsk Airport,Russia
NUJ,Nojeh,Iran
NOM,Nomad River,Papua New Guinea
NMN,Nomane,Papua New Guinea
OME,Nome Airport,United States
NNL,Nondalton,United States
NON,Nonouti,Kiribati
NKB,Noonkanbah,Australia
NSV,Noosaville,Australia
YNK,Nootka Sound,Canada
DEX,Nop Goliat Airport,Indonesia
XUO,Nordagutu Railway Station,Norway
NOD,Norden Norddeich Airport,Germany
NRD,Norderney,Germany
NOR,Nordfjordur,Iceland
ORF,Norfolk International Airport,United States
NLK,Norfolk Island Airport,Norfolk Island
NSK,Noril'sk Airport,Russia
KIN,Norman Manley International Airport,Jamaica
YVQ,Norman Wells,Canada
SJC,Norman Y. Mineta San Jose International Airport,United States
NMC,Norman's Cay,Bahamas
NTN,Normanton Airport,Australia
XYK,Norrkoping C Rail Station,Sweden
NSM,Norseman,Australia
NUS,Norsup Airport,Vanuatu
VGT,North Air Terminal,United States
YQW,North Battleford,Canada
BRR,North Bay Airport,United Kingdom
NCA,North Caicos,Turks and Caicos Islands
SFZ,North Central,United States
ELH,North Eleuthera International Airport,Bahamas
WPO,North Fork Valley,United States
GIB,North Front Airport,Gibraltar
XNK,North Gate Rail Station,United Kingdom
NZY,North Island NAS,United States
JNH,North Park Inn Heliport,United States
YXJ,North Peace Regional Airport,Canada
HWO,North Perry,United States
PNE,North Philadelphia,United States
NGC,North Rim,United States
NRL,North Ronaldsay Airport,United Kingdom
UMB,North Shore,United States
NSB,North SPB,Bahamas
YNO,North Spirit Lake,Canada
XWI,North Wstern Rail Station,United Kingdom
XNO,Northallerton Railway Station,United Kingdom
ORM,Northampton,United Kingdom
ABM,Northern Peninsula Airport,Australia
YYE,Northern Rockies Regional Airport,Canada
NHT,Northolt,United Kingdom
ORT,Northway,United States
MSL,Northwest Alabama Regional Airport,United States
XNA,Northwest Arkansas Regional,United States
YXT,Northwest Regional Airport,Canada
SBD,Norton AFB,United States
YNE,Norway House Airport,Canada
